ID,USER_ID,SUB,SUB_U,SUB_G,PERIOD,PERIOD_AMOUNT,SOLD_TS,SOLD_MONTH,ACTUAL_START_TS,ACTUAL_END_TS,EXPECTED_END_TS,REFUND_TS,CHARGEBACK_TS,LAG_DAYS_REFUND,PLAN_ID,AUTO_RENEWAL,PRICE,USD_PRICE,MERCHANT_ID,CURRENCY,PREADJ_SUB_NUMBER,SUBSCRIPTION_NUMBER,COHORT_NUMBER,PRODUCT_COHORT,PRODUCT_COHORT_TS,COHORT_NUMBER_U,PRODUCT_COHORT_U,PRODUCT_COHORT_U_TS,FTS_COHORT,FTS_COHORT_TS,RETENTION_NUMBER,RETENTION_COHORT,RETENTION_COHORT_TS,RETENTION_NUMBER_U,RETENTION_COHORT_U,RETENTION_COHORT_U_TS,FTS_SUB,FTS_SUB_U,LAG_DAYS_FROM_PREV_SUB,COUNTRY_CODE,DEVICE,LOC,RETENTION_TYPE,RETENTION_TYPE_U,VUID,NEXT_MERCHANT_ID,NEXT_SOLD_TS,NEXT_START_TS,NEXT_END_TS,NEXT_SUB,NEXT_SUB_U,NEXT_SUB_UPGRADE,PREV_MERCHANT_ID,PREV_SOLD_TS,PREV_START_TS,PREV_END_TS,PREV_SUB,PREV_SUB_U,PREV_SUB_UPGRADE,IS_PREV_FREETRIAL,IS_PREV_FREETRIAL_MERCHANT_ID,STORE_REFERRER,LTR
60435058,XXX,plus yearly,plus yearly,plus,year,1,1/19/2016 2:20,1/1/2016,1/19/2016 2:20,1/19/2017 0:00,1/19/2017,(null),(null),(null),708406,FALSE,49.95,53.33753151,XXX,EUR,1,1,0,1/1/2016,1/19/2016 2:20,0,1/1/2016,1/19/2016 2:20,1/1/2016,1/19/2016 2:20,1,1/1/2016,1/19/2016 2:20,1,1/1/2016,1/19/2016 2:20,plus yearly,plus yearly,(null),ES,desktop,onsite,fts,fts,1420704462,xxx,1/19/2017 4:49,1/19/2017 4:49,1/19/2018 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
60475142,XXX,plus yearly,plus yearly,plus,year,1,1/19/2016 21:46,1/1/2016,1/19/2016 21:46,1/19/2017 0:00,1/19/2017,(null),(null),(null),708406,FALSE,59.95,59.95,XXX,USD,1,1,0,1/1/2016,1/19/2016 21:46,0,1/1/2016,1/19/2016 21:46,1/1/2016,1/19/2016 21:46,1,1/1/2016,1/19/2016 21:46,1,1/1/2016,1/19/2016 21:46,plus yearly,plus yearly,(null),US,desktop,onsite,fts,fts,1598333537,xxx,1/19/2017 4:41,1/19/2017 4:41,1/19/2018 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
64440528,XXX,plus yearly,plus yearly,plus,year,1,10/28/2016 5:58,10/1/2016,10/28/2016 5:58,10/28/2017 0:00,10/28/2017,(null),(null),(null),708406,FALSE,52.95,53.01914391,XXX,CHF,1,1,0,10/1/2016,10/28/2016 5:58,0,10/1/2016,10/28/2016 5:58,10/1/2016,10/28/2016 5:58,1,10/1/2016,10/28/2016 5:58,1,10/1/2016,10/28/2016 5:58,plus yearly,plus yearly,(null),CH,desktop,onsite,fts,fts,1677470208,xxx,11/27/2017 9:52,11/27/2017 9:52,11/27/2018 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
6342402,XXX,pro,pro,pro,year,1,1/19/2016 2:31,1/1/2016,1/19/2016 2:31,1/19/2017 0:00,1/19/2017,(null),(null),(null),708420,FALSE,159,169.7831333,XXX,EUR,1,1,0,1/1/2016,1/19/2016 2:31,0,1/1/2016,1/19/2016 2:31,1/1/2016,1/19/2016 2:31,1,1/1/2016,1/19/2016 2:31,1,1/1/2016,1/19/2016 2:31,pro,pro,(null),IT,desktop,onsite,fts,fts,pl723536265.79514597,xxx,1/30/2017 11:02,1/30/2017 11:02,1/19/2018 0:00,pro,pro,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),893
6373229,XXX,pro,pro,pro,year,1,1/22/2016 4:55,1/1/2016,1/22/2016 4:55,1/22/2017 0:00,1/22/2017,(null),(null),(null),708420,FALSE,219,151.2598591,XXX,AUD,1,1,0,1/1/2016,1/22/2016 4:55,0,1/1/2016,1/22/2016 4:55,1/1/2016,1/22/2016 4:55,1,1/1/2016,1/22/2016 4:55,1,1/1/2016,1/22/2016 4:55,pro,pro,(null),AU,desktop,onsite,fts,fts,pl1647802666.1560499610,xxx,1/22/2017 5:06,1/22/2017 5:06,1/22/2018 0:00,pro,pro,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),893
64609102,XXX,plus yearly,plus yearly,plus,year,1,12/13/2016 9:45,12/1/2016,12/13/2016 9:45,12/13/2017 0:00,12/13/2017,(null),(null),(null),708406,FALSE,52.95,50.96817593,XXX,CHF,1,1,0,12/1/2016,12/13/2016 9:45,0,12/1/2016,12/13/2016 9:45,12/1/2016,12/13/2016 9:45,1,12/1/2016,12/13/2016 9:45,1,12/1/2016,12/13/2016 9:45,plus yearly,plus yearly,(null),CH,desktop,onsite,fts,fts,pl311035849.337967632,xxx,12/13/2017 7:08,12/13/2017 7:08,12/13/2018 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
6342404,XXX,pro,pro,pro,year,1,1/19/2016 2:42,1/1/2016,1/19/2016 2:42,1/19/2017 0:00,1/19/2017,(null),(null),(null),708420,FALSE,199,199,XXX,USD,1,1,0,1/1/2016,1/19/2016 2:42,0,1/1/2016,1/19/2016 2:42,1/1/2016,1/19/2016 2:42,1,1/1/2016,1/19/2016 2:42,1,1/1/2016,1/19/2016 2:42,pro,pro,(null),US,desktop,onsite,fts,fts,1127571743,xxx,1/19/2017 4:49,1/19/2017 4:49,1/19/2018 0:00,pro,pro,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),893
6404794,XXX,pro,pro,pro,year,1,1/26/2016 8:57,1/1/2016,1/26/2016 8:57,1/26/2017 0:00,1/26/2017,(null),(null),(null),708420,FALSE,199,199,XXX,USD,1,1,0,1/1/2016,1/26/2016 8:57,0,1/1/2016,1/26/2016 8:57,1/1/2016,1/26/2016 8:57,1,1/1/2016,1/26/2016 8:57,1,1/1/2016,1/26/2016 8:57,pro,pro,(null),US,desktop,onsite,fts,fts,pl1447968679.389301374,xxx,1/29/2017 16:39,1/29/2017 16:39,1/26/2018 0:00,pro,pro,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),893
62999166,XXX,plus yearly,plus yearly,plus,year,1,4/8/2016 10:32,4/1/2016,4/8/2016 10:32,4/8/2017 0:00,4/8/2017,(null),(null),(null),708406,FALSE,69.95,52.52761667,XXX,AUD,1,1,0,4/1/2016,4/8/2016 10:32,0,4/1/2016,4/8/2016 10:32,4/1/2016,4/8/2016 10:32,1,4/1/2016,4/8/2016 10:32,1,4/1/2016,4/8/2016 10:32,plus yearly,plus yearly,(null),AU,desktop,onsite,fts,fts,1377019676,xxx,4/8/2017 5:29,4/8/2017 5:29,4/8/2018 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
60435063,XXX,plus monthly,plus monthly,plus,month,1,1/19/2016 2:54,1/1/2016,1/19/2016 2:54,2/19/2016 0:00,2/19/2016,(null),(null),(null),708407,FALSE,79.95,9.210405361,XXX,SEK,1,1,0,1/1/2016,1/19/2016 2:54,0,1/1/2016,1/19/2016 2:54,1/1/2016,1/19/2016 2:54,1,1/1/2016,1/19/2016 2:54,1,1/1/2016,1/19/2016 2:54,plus monthly,plus monthly,(null),SE,desktop,onsite,fts,fts,pl212125501.1376018519,xxx,2/19/2016 14:39,2/19/2016 14:39,3/19/2016 0:00,plus monthly,plus monthly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),222
60435074,XXX,plus yearly,plus yearly,plus,year,1,1/19/2016 3:28,1/1/2016,1/19/2016 3:28,1/19/2017 0:00,1/19/2017,(null),(null),(null),708406,FALSE,59.95,59.95,XXX,USD,1,1,0,1/1/2016,1/19/2016 3:28,0,1/1/2016,1/19/2016 3:28,1/1/2016,1/19/2016 3:28,1,1/1/2016,1/19/2016 3:28,1,1/1/2016,1/19/2016 3:28,plus yearly,plus yearly,(null),US,desktop,onsite,fts,fts,1292293014,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
60879441,XXX,plus yearly,plus yearly,plus,year,1,1/28/2016 9:15,1/1/2016,1/28/2016 9:15,1/28/2017 0:00,1/28/2017,(null),(null),(null),708406,FALSE,59.95,59.95,XXX,USD,1,1,0,1/1/2016,1/28/2016 9:15,0,1/1/2016,1/28/2016 9:15,1/1/2016,1/28/2016 9:15,1,1/1/2016,1/28/2016 9:15,1,1/1/2016,1/28/2016 9:15,plus yearly,plus yearly,(null),US,desktop,onsite,fts,fts,pl869605347.1988534767,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
6342408,XXX,pro,pro,pro,year,1,1/19/2016 3:19,1/1/2016,1/19/2016 3:19,1/19/2017 0:00,1/19/2017,(null),(null),(null),708420,FALSE,199,199,XXX,USD,1,1,0,1/1/2016,1/19/2016 3:19,0,1/1/2016,1/19/2016 3:19,1/1/2016,1/19/2016 3:19,1,1/1/2016,1/19/2016 3:19,1,1/1/2016,1/19/2016 3:19,pro,pro,(null),US,desktop,onsite,fts,fts,1152470322,xxx,1/19/2017 4:49,1/19/2017 4:49,1/19/2018 0:00,pro,pro,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),893
60435075,XXX,plus yearly,plus yearly,plus,year,1,1/19/2016 3:33,1/1/2016,1/19/2016 3:33,1/19/2017 0:00,1/19/2017,(null),(null),(null),708406,FALSE,50.96,50.96,XXX,USD,1,1,0,1/1/2016,1/19/2016 3:33,0,1/1/2016,1/19/2016 3:33,1/1/2016,1/19/2016 3:33,1,1/1/2016,1/19/2016 3:33,1,1/1/2016,1/19/2016 3:33,plus yearly,plus yearly,(null),US,desktop,onsite,fts,fts,237886519.2,xxx,1/19/2017 4:49,1/19/2017 4:49,1/19/2018 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
60438600,XXX,plus yearly,plus yearly,plus,year,1,1/19/2016 3:41,1/1/2016,1/19/2016 3:41,1/19/2017 0:00,1/19/2017,(null),(null),(null),708406,FALSE,59.95,59.95,XXX,USD,1,1,0,1/1/2016,1/19/2016 3:41,0,1/1/2016,1/19/2016 3:41,1/1/2016,1/19/2016 3:41,1,1/1/2016,1/19/2016 3:41,1,1/1/2016,1/19/2016 3:41,plus yearly,plus yearly,(null),KR,desktop,onsite,fts,fts,1193878492,xxx,1/29/2017 7:14,1/29/2017 7:14,1/29/2018 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
65275949,XXX,plus yearly,plus yearly,plus,year,1,6/7/2017 7:45,6/1/2017,6/7/2017 7:45,6/8/2017 3:38,6/7/2018,(null),(null),(null),708406,FALSE,59.95,59.95,XXX,USD,1,1,0,6/1/2017,6/7/2017 7:45,0,6/1/2017,6/7/2017 7:45,6/1/2017,6/7/2017 7:45,1,6/1/2017,6/7/2017 7:45,1,6/1/2017,6/7/2017 7:45,plus yearly,plus yearly,(null),ZA,desktop,onsite,fts,fts,pl2099031023.1279391398,xxx,6/8/2017 3:38,6/8/2017 3:38,6/8/2018 0:00,pro,pro,1,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
60442375,XXX,plus yearly,plus yearly,plus,year,1,1/19/2016 3:51,1/1/2016,1/19/2016 3:51,1/19/2017 0:00,1/19/2017,(null),(null),(null),708406,FALSE,49.95,70.69240702,XXX,GBP,1,1,0,1/1/2016,1/19/2016 3:51,0,1/1/2016,1/19/2016 3:51,1/1/2016,1/19/2016 3:51,1,1/1/2016,1/19/2016 3:51,1,1/1/2016,1/19/2016 3:51,plus yearly,plus yearly,(null),GB,desktop,onsite,fts,fts,1235946322,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
6730382,XXX,pro,pro,pro,year,1,3/6/2016 15:48,3/1/2016,3/6/2016 15:48,3/6/2017 0:00,3/6/2017,(null),(null),(null),708420,FALSE,159,174.7548852,XXX,EUR,1,1,0,3/1/2016,3/6/2016 15:48,0,3/1/2016,3/6/2016 15:48,3/1/2016,3/6/2016 15:48,1,3/1/2016,3/6/2016 15:48,1,3/1/2016,3/6/2016 15:48,pro,pro,(null),FR,desktop,onsite,fts,fts,pl685230811.1064114125,xxx,3/6/2017 9:44,3/6/2017 9:44,3/6/2018 0:00,pro,pro,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),893
64584612,XXX,plus yearly,plus yearly,plus,year,1,12/7/2016 8:02,12/1/2016,12/7/2016 8:02,12/7/2017 0:00,12/7/2017,(null),(null),(null),708406,FALSE,49.95,51.69143379,XXX,EUR,1,1,0,12/1/2016,12/7/2016 8:02,0,12/1/2016,12/7/2016 8:02,12/1/2016,12/7/2016 8:02,1,12/1/2016,12/7/2016 8:02,1,12/1/2016,12/7/2016 8:02,plus yearly,plus yearly,(null),US,desktop,onsite,fts,fts,1265461630,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
64613581,XXX,plus yearly,plus yearly,plus,year,1,12/14/2016 14:17,12/1/2016,12/14/2016 14:17,12/14/2017 0:00,12/14/2017,(null),(null),(null),708406,FALSE,59.95,59.95,XXX,USD,1,1,0,12/1/2016,12/14/2016 14:17,0,12/1/2016,12/14/2016 14:17,12/1/2016,12/14/2016 14:17,1,12/1/2016,12/14/2016 14:17,1,12/1/2016,12/14/2016 14:17,plus yearly,plus yearly,(null),US,desktop,onsite,fts,fts,702133694.1,xxx,12/14/2017 7:06,12/14/2017 7:06,12/14/2018 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
65274586,XXX,plus yearly,plus yearly,plus,year,1,6/6/2017 14:52,6/1/2017,6/6/2017 14:52,6/6/2018 0:00,6/6/2018,(null),(null),(null),708406,FALSE,59.95,59.95,XXX,USD,1,1,0,6/1/2017,6/6/2017 14:52,0,6/1/2017,6/6/2017 14:52,6/1/2017,6/6/2017 14:52,1,6/1/2017,6/6/2017 14:52,1,6/1/2017,6/6/2017 14:52,plus yearly,plus yearly,(null),US,desktop,onsite,fts,fts,2138026237,xxx,6/6/2018 6:56,6/6/2018 6:56,6/6/2019 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
64641020,XXX,plus yearly,plus yearly,plus,year,1,12/22/2016 7:30,12/1/2016,12/22/2016 7:30,12/22/2017 0:00,12/22/2017,(null),(null),(null),708406,FALSE,69.95,50.39399476,XXX,AUD,1,1,0,12/1/2016,12/22/2016 7:30,0,12/1/2016,12/22/2016 7:30,12/1/2016,12/22/2016 7:30,1,12/1/2016,12/22/2016 7:30,1,12/1/2016,12/22/2016 7:30,plus yearly,plus yearly,(null),NZ,desktop,onsite,fts,fts,1510337791,xxx,12/27/2017 15:37,12/27/2017 15:37,12/22/2018 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
62986393,XXX,plus yearly,plus yearly,plus,year,1,4/6/2016 20:01,4/1/2016,4/6/2016 20:01,4/6/2017 0:00,4/6/2017,(null),(null),(null),708406,FALSE,59.95,59.95,XXX,USD,1,1,0,4/1/2016,4/6/2016 20:01,0,4/1/2016,4/6/2016 20:01,4/1/2016,4/6/2016 20:01,1,4/1/2016,4/6/2016 20:01,1,4/1/2016,4/6/2016 20:01,plus yearly,plus yearly,(null),US,desktop,onsite,fts,fts,1715108863,xxx,10/15/2017 20:36,10/15/2017 20:36,10/15/2018 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
64561646,XXX,plus monthly,plus monthly,plus,month,1,11/30/2016 21:04,11/1/2016,11/30/2016 21:04,12/30/2016 0:00,12/30/2016,(null),(null),(null),708407,FALSE,9.86,7.265338839,XXX,AUD,1,1,0,11/1/2016,11/30/2016 21:04,0,11/1/2016,11/30/2016 21:04,11/1/2016,11/30/2016 21:04,1,11/1/2016,11/30/2016 21:04,1,11/1/2016,11/30/2016 21:04,plus monthly,plus monthly,(null),US,desktop,onsite,fts,fts,pl640424532.2075414906,xxx,12/30/2016 3:31,12/30/2016 3:31,1/30/2017 0:00,plus monthly,plus monthly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),222
62728520,XXX,plus yearly,plus yearly,plus,year,1,3/3/2016 11:34,3/1/2016,3/3/2016 11:34,3/3/2017 0:00,3/3/2017,(null),(null),(null),708406,FALSE,59.95,59.95,XXX,USD,1,1,0,3/1/2016,3/3/2016 11:34,0,3/1/2016,3/3/2016 11:34,3/1/2016,3/3/2016 11:34,1,3/1/2016,3/3/2016 11:34,1,3/1/2016,3/3/2016 11:34,plus yearly,plus yearly,(null),US,desktop,onsite,fts,fts,pl45796085.1223761989,xxx,3/3/2017 6:22,3/3/2017 6:22,3/3/2018 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
7016421,XXX,pro,pro,pro,year,1,10/14/2016 17:42,10/1/2016,10/14/2016 17:42,10/14/2017 0:00,10/14/2017,(null),(null),(null),708420,FALSE,199,199,XXX,USD,1,1,0,10/1/2016,10/14/2016 17:42,0,10/1/2016,10/14/2016 17:42,10/1/2016,10/14/2016 17:42,1,10/1/2016,10/14/2016 17:42,1,10/1/2016,10/14/2016 17:42,pro,pro,(null),US,desktop,onsite,fts,fts,1507354765,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),(null),893
63909147,XXX,plus monthly,plus monthly,plus,month,1,8/9/2016 13:40,8/1/2016,8/9/2016 13:40,9/9/2016 0:00,9/9/2016,(null),(null),(null),708407,FALSE,9.95,9.95,XXX,USD,1,1,0,8/1/2016,8/9/2016 13:40,0,8/1/2016,8/9/2016 13:40,8/1/2016,8/9/2016 13:40,1,8/1/2016,8/9/2016 13:40,1,8/1/2016,8/9/2016 13:40,plus monthly,plus monthly,(null),BR,desktop,onsite,fts,fts,pl207856587.1498398375,xxx,9/9/2016 3:25,9/9/2016 3:25,10/9/2016 0:00,plus monthly,plus monthly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),222
63529974,XXX,plus yearly,plus yearly,plus,year,1,6/17/2016 15:02,6/1/2016,6/17/2016 15:02,6/17/2017 0:00,6/17/2017,(null),(null),(null),708406,FALSE,499.95,58.92089922,XXX,NOK,1,1,0,6/1/2016,6/17/2016 15:02,0,6/1/2016,6/17/2016 15:02,6/1/2016,6/17/2016 15:02,1,6/1/2016,6/17/2016 15:02,1,6/1/2016,6/17/2016 15:02,plus yearly,plus yearly,(null),NO,desktop,onsite,fts,fts,pl910162374.54332808,xxx,6/17/2017 9:07,6/17/2017 9:07,6/17/2018 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
64609478,XXX,plus yearly,plus yearly,plus,year,1,12/13/2016 15:30,12/1/2016,12/13/2016 15:30,1/27/2017 14:57,12/13/2017,(null),(null),(null),708406,FALSE,50.96,50.96,XXX,USD,1,1,0,12/1/2016,12/13/2016 15:30,0,12/1/2016,12/13/2016 15:30,12/1/2016,12/13/2016 15:30,1,12/1/2016,12/13/2016 15:30,1,12/1/2016,12/13/2016 15:30,plus yearly,plus yearly,(null),US,desktop,onsite,fts,fts,152807070.1,xxx,1/27/2017 14:57,1/27/2017 14:57,1/27/2018 0:00,pro,pro,1,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
63809089,XXX,plus yearly,plus yearly,plus,year,1,7/26/2016 10:48,7/1/2016,7/26/2016 10:48,7/26/2017 0:00,7/26/2017,(null),(null),(null),708406,FALSE,59.95,59.95,XXX,USD,1,1,0,7/1/2016,7/26/2016 10:48,0,7/1/2016,7/26/2016 10:48,7/1/2016,7/26/2016 10:48,1,7/1/2016,7/26/2016 10:48,1,7/1/2016,7/26/2016 10:48,plus yearly,plus yearly,(null),BR,desktop,onsite,fts,fts,249117155.2,xxx,8/30/2018 12:11,8/30/2018 12:11,8/30/2019 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
59805009,XXX,plus yearly,plus yearly,plus,year,1,1/5/2016 22:34,1/1/2016,1/5/2016 22:34,1/5/2017 0:00,1/5/2017,(null),(null),(null),708406,FALSE,59.95,59.95,XXX,USD,1,1,0,1/1/2016,1/5/2016 22:34,0,1/1/2016,1/5/2016 22:34,1/1/2016,1/5/2016 22:34,1,1/1/2016,1/5/2016 22:34,1,1/1/2016,1/5/2016 22:34,plus yearly,plus yearly,(null),US,desktop,onsite,fts,fts,pl512183416.963057997,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
63373227,XXX,plus yearly,plus yearly,plus,year,1,5/27/2016 19:18,5/1/2016,5/27/2016 19:18,2/15/2017 21:29,5/27/2017,(null),(null),(null),708406,FALSE,59.95,59.95,XXX,USD,1,1,0,5/1/2016,5/27/2016 19:18,0,5/1/2016,5/27/2016 19:18,5/1/2016,5/27/2016 19:18,1,5/1/2016,5/27/2016 19:18,1,5/1/2016,5/27/2016 19:18,plus yearly,plus yearly,(null),US,desktop,onsite,fts,fts,1826810289,xxx,2/15/2017 21:29,2/15/2017 21:29,2/15/2018 0:00,pro,pro,1,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
60198377,XXX,plus monthly,plus monthly,plus,month,1,1/14/2016 3:47,1/1/2016,1/14/2016 3:47,2/14/2016 0:00,2/14/2016,(null),(null),(null),708407,FALSE,995,8.224623534,XXX,JPY,1,1,0,1/1/2016,1/14/2016 3:47,0,1/1/2016,1/14/2016 3:47,1/1/2016,1/14/2016 3:47,1,1/1/2016,1/14/2016 3:47,1,1/1/2016,1/14/2016 3:47,plus monthly,plus monthly,(null),JP,desktop,onsite,fts,fts,pl1553518780.481397487,xxx,2/14/2016 7:17,2/14/2016 7:17,3/14/2016 0:00,plus monthly,plus monthly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),222
63130988,XXX,plus yearly,plus yearly,plus,year,1,4/26/2016 9:54,4/1/2016,4/26/2016 9:54,4/26/2017 0:00,4/26/2017,(null),(null),(null),708406,FALSE,59.95,59.95,XXX,USD,1,1,0,4/1/2016,4/26/2016 9:54,0,4/1/2016,4/26/2016 9:54,4/1/2016,4/26/2016 9:54,1,4/1/2016,4/26/2016 9:54,1,4/1/2016,4/26/2016 9:54,plus yearly,plus yearly,(null),US,desktop,onsite,fts,fts,1025515943,xxx,4/26/2017 5:31,4/26/2017 5:31,4/26/2018 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
6686309,XXX,pro,pro,pro,year,1,2/26/2016 3:49,2/1/2016,2/26/2016 3:49,2/26/2017 0:00,2/26/2017,(null),(null),(null),708420,FALSE,207199,169.5264508,XXX,KRW,1,1,0,2/1/2016,2/26/2016 3:49,0,2/1/2016,2/26/2016 3:49,2/1/2016,2/26/2016 3:49,1,2/1/2016,2/26/2016 3:49,1,2/1/2016,2/26/2016 3:49,pro,pro,(null),KR,desktop,onsite,fts,fts,143248004.6,xxx,3/29/2017 21:02,3/29/2017 21:02,3/29/2018 0:00,plus yearly,plus yearly,-1,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),893
62915605,XXX,plus yearly,plus yearly,plus,year,1,3/27/2016 21:11,3/1/2016,3/27/2016 21:11,3/27/2017 0:00,3/27/2017,(null),(null),(null),708406,FALSE,59.95,59.95,XXX,USD,1,1,0,3/1/2016,3/27/2016 21:11,0,3/1/2016,3/27/2016 21:11,3/1/2016,3/27/2016 21:11,1,3/1/2016,3/27/2016 21:11,1,3/1/2016,3/27/2016 21:11,plus yearly,plus yearly,(null),US,desktop,onsite,fts,fts,943045669.1,xxx,3/27/2017 9:20,3/27/2017 9:20,3/27/2018 0:00,plus yearly,plus yearly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
64949427,XXX,plus monthly,plus monthly,plus,month,1,3/13/2017 20:04,3/1/2017,3/13/2017 20:04,4/13/2017 0:00,4/13/2017,(null),(null),(null),708407,FALSE,9.95,9.95,XXX,USD,1,1,0,3/1/2017,3/13/2017 20:04,0,3/1/2017,3/13/2017 20:04,3/1/2017,3/13/2017 20:04,1,3/1/2017,3/13/2017 20:04,1,3/1/2017,3/13/2017 20:04,plus monthly,plus monthly,(null),US,desktop,onsite,fts,fts,1446071013,xxx,4/13/2017 3:30,4/13/2017 3:30,5/13/2017 0:00,plus monthly,plus monthly,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),222
63958438,XXX,plus yearly,plus yearly,plus,year,1,8/17/2016 1:47,8/1/2016,8/17/2016 1:47,8/17/2016 2:15,8/17/2017,(null),(null),(null),708406,FALSE,62499,55.92593642,XXX,KRW,1,1,0,8/1/2016,8/17/2016 1:47,0,8/1/2016,8/17/2016 1:47,8/1/2016,8/17/2016 1:47,1,8/1/2016,8/17/2016 1:47,1,8/1/2016,8/17/2016 1:47,plus yearly,plus yearly,(null),KR,desktop,onsite,fts,fts,pl803002826.532996432,xxx,8/17/2016 2:15,8/17/2016 2:15,8/17/2017 0:00,pro,pro,1,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),397
7173578,XXX,pro,pro,pro,year,1,4/29/2017 7:31,4/1/2017,4/29/2017 7:31,5/8/2017 0:00,4/29/2018,5/8/2017 16:49,(null),9,708420,FALSE,199,199,XXX,USD,1,1,0,4/1/2017,4/29/2017 7:31,0,4/1/2017,4/29/2017 7:31,4/1/2017,4/29/2017 7:31,1,4/1/2017,4/29/2017 7:31,1,4/1/2017,4/29/2017 7:31,pro,pro,(null),US,tablet,onsite,fts,fts,1354179556,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),(null),893
62531448,XXX,plus monthly,plus monthly,plus,month,1,2/27/2016 23:40,2/1/2016,2/27/2016 23:40,3/27/2016 0:00,3/27/2016,(null),(null),(null),708407,FALSE,10.95,7.659382426,XXX,AUD,1,1,0,2/1/2016,2/27/2016 23:40,0,2/1/2016,2/27/2016 23:40,2/1/2016,2/27/2016 23:40,1,2/1/2016,2/27/2016 23:40,1,2/1/2016,2/27/2016 23:40,plus monthly,plus monthly,(null),AU,desktop,onsite,fts,fts,1024102940,xxx,12/14/2016 6:21,12/14/2016 6:21,12/14/2017 0:00,plus yearly,plus yearly,1,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),222
7052500,XXX,pro,pro,pro,year,1,11/10/2016 8:31,11/1/2016,11/10/2016 8:31,11/10/2017 0:00,11/10/2017,(null),(null),(null),708420,FALSE,159,168.042824,XXX,EUR,1,1,0,11/1/2016,11/10/2016 8:31,0,11/1/2016,11/10/2016 8:31,11/1/2016,11/10/2016 8:31,1,11/1/2016,11/10/2016 8:31,1,11/1/2016,11/10/2016 8:31,pro,pro,(null),FR,desktop,onsite,fts,fts,2045366160,xxx,11/10/2017 4:45,11/10/2017 4:45,11/10/2018 0:00,pro,pro,0,(null),(null),(null),(null),(null),(null),(null),0,(null),(null),893
